2013-07-19,全銘柄日足,http://k-db.com/site/default.aspx
コード,銘柄名,市場,業種,始値,高値,安値,終値,出来高,売買代金
1679-T,NYダウ,東証,その他,15020,15060,14900,14910,890,13361600
1680-T,上場MSコク,東証,その他,1536,1548,1530,1537,21790,33516760
1681-T,上場MSエマ,東証,その他,1190,1193,1176,1184,18920,22488930
1682-T,白金先物,東証,その他,257,262,257,260,2800,727200
1683-T,金先物,東証,その他,-,-,-,-,0,0
1684-T,商品ETF,東証,その他,-,-,-,-,0,0
1685-T,エナジーETF,東証,その他,965,965,965,965,500,482500
1686-T,メタルETF,東証,その他,-,-,-,-,0,0
1687-T,アグリETF,東証,その他,-,-,-,-,0,0
1688-T,穀物ETF,東証,その他,-,-,-,-,0,0
1689-T,ガスETF,東証,その他,12,13,12,12,536200,6490700
1690-T,原油ETF,東証,その他,2583,2583,2583,2583,490,1265670
1691-T,ガソリンETF,東証,その他,-,-,-,-,0,0
1692-T,アルミETF,東証,その他,-,-,-,-,0,0
1693-T,銅ETF,東証,その他,3050,3050,3050,3050,20,61000
1694-T,ニッケルETF,東証,その他,-,-,-,-,0,0
1695-T,小麦ETF,東証,その他,155,155,150,150,1400,212700
1696-T,コーンETF,東証,その他,-,-,-,-,0,0
1697-T,大豆ETF,東証,その他,-,-,-,-,0,0
1698-T,上場配当,東証,その他,1305,1315,1287,1295,32770,42919590
1699-T,野村原油,東証,その他,1099,1115,1092,1097,6320,6969060
1711-T,省電舎,東証マザーズ,建設業,115500,115500,95800,102800,630,65376400
1712-T,ダイセキソリュ,東証1部,建設業,164400,166000,162000,162200,153,24971500
1716-T,第一カッター,東証JQスタンダード,建設業,775,776,775,775,1200,930500
1717-T,明豊ファシリ,東証JQスタンダード,建設業,188,189,180,187,90000,16585700
1718-T,美樹工業,東証JQスタンダード,建設業,311,312,310,312,13000,4041000
1719-T,安藤ハザマ,東証1部,建設業,236,238,222,232,2435800,559599700
1720-T,東急建設,東証1部,建設業,259,259,254,256,825360,211956420
1721-T,コムシスHD,東証1部,建設業,1340,1347,1306,1313,913700,1210326300
1722-T,MISAWA,東証1部,建設業,1877,1880,1800,1807,395100,721266300
1723-T,日本電技,東証JQスタンダード,建設業,832,930,832,851,68400,60528000
1724-T,シンクレイヤ,東証JQスタンダード,建設業,593,593,560,584,12400,7063900
1726-T,BRHD,東証2部,建設業,216,222,216,222,4000,876000
1728-T,ミサワ中国,東証JQスタンダード,建設業,298,298,298,298,1000,298000
1730-T,麻生フオーム,東証JQスタンダード,建設業,442,490,442,490,254000,121687000
1734-S,北弘電社,札証,建設業,-,-,-,-,0,0
1736-T,オーテック,東証JQスタンダード,建設業,646,647,644,644,2100,1356900
1737-T,三井エンジ,東証2部,建設業,568,570,568,570,3000,1707000
1739-T,SEED,東証JQグロース,建設業,44350,44350,43300,43300,7,306300
1743-F,コーアツ工業,福証,建設業,-,-,-,-,0,0
1743-T,コーアツ工業,東証2部,建設業,194,194,185,189,10000,1896000
1757-T,クレアHD,東証2部,建設業,54,55,53,54,248300,13422800
1758-T,太洋基礎,東証JQスタンダード,建設業,-,-,-,-,0,0
1762-T,高松G,東証1部,建設業,1645,1646,1598,1598,15500,25096300
1764-T,工藤建設,東証2部,建設業,149,150,145,145,7000,1031000
1766-T,東建コーポ,東証1部,建設業,5750,5890,5690,5720,39380,227509600
1768-T,ソネック,東証2部,建設業,-,-,-,-,0,0
1770-T,藤田エンジ,東証JQスタンダード,建設業,398,400,398,400,4000,1598000
1771-F,日本乾溜,福証,建設業,253,254,253,254,3000,761000
1773-T,YTL,東証1部外国,建設業,49,51,49,51,3000,150000
1775-T,FFE&C,東証2部,建設業,246,247,241,243,47000,11521000
1776-T,三住道路,東証2部,建設業,228,228,223,228,85000,19233000
1780-T,ヤマウラ,東証1部,建設業,285,285,284,285,3500,995000
1782-T,常磐開発,東証JQスタンダード,建設業,246,246,235,236,13000,3111000
1783-T,ACHL,東証JQスタンダード,建設業,90,90,87,89,160100,14186700
1787-T,ナカボーテック,東証JQスタンダード,建設業,801,805,801,805,2000,1606000
1788-T,三東工業,東証JQスタンダード,建設業,123,123,119,119,3000,362000
1789-T,山加電業,東証JQスタンダード,建設業,191,191,190,190,2800,533300
1793-T,大本組,東証JQスタンダード,建設業,413,413,408,408,4000,1637000
1795-T,マサル,東証JQスタンダード,建設業,307,307,307,307,1000,307000
1798-T,守谷商会,東証JQスタンダード,建設業,182,183,182,183,7000,1276000
1799-T,第一建設,東証JQスタンダード,建設業,1052,1052,1030,1030,1100,1141700
1801-T,大成建,東証1部,建設業,409,413,394,408,16269000,6614787000
1802-F,大林組,福証,建設業,-,-,-,-,0,0
1802-T,大林組,東証1部,建設業,575,578,560,567,6901000,3925635000
1803-T,清水建,東証1部,建設業,447,450,437,445,4634000,2060979000
1805-T,飛島建,東証1部,建設業,118,119,115,116,787500,91719900
1807-T,佐藤渡辺,東証JQスタンダード,建設業,292,294,262,290,63000,18056000
1808-T,長谷工,東証1部,建設業,137,137,133,134,22732000,3071879000
1810-T,松井建,東証1部,建設業,350,352,339,339,21000,7310000
1811-T,銭高組,東証1部,建設業,194,209,191,205,1100000,220172000
1812-T,鹿島,東証1部,建設業,387,390,376,385,10774000,4145646000
1813-T,不動テトラ,東証1部,建設業,170,171,165,167,2004700,335091000
1814-T,大末建,東証1部,建設業,73,73,71,72,1898000,137307000
1815-T,鉄建,東証1部,建設業,125,126,121,124,1202000,147990000
1819-T,太平工,東証1部,建設業,359,359,342,344,289000,101715000
1820-T,西松建,東証1部,建設業,250,253,241,248,4904000,1213932000
1821-T,三住建設,東証1部,建設業,91,91,88,90,22443400,2009375100
1822-T,大豊建,東証1部,建設業,144,144,137,139,1149000,161844000
1824-T,前田建,東証1部,建設業,520,525,509,515,1080000,556043000
1826-T,佐田建,東証1部,建設業,81,82,80,81,1479000,120034000
1827-T,ナカノフドー,東証1部,建設業,231,231,225,230,39500,8960500
1828-T,田辺工,東証2部,建設業,712,714,684,684,2300,1607300
1832-S,北海工,札証,建設業,395,400,395,400,5000,1980000
1833-T,奥村組,東証1部,建設業,415,418,407,410,292000,120046000
1834-T,大和小田,東証1部,建設業,207,207,202,202,30500,6250000
1835-T,東鉄工,東証1部,建設業,1945,1970,1926,1940,166300,323151300
1840-S,土屋HD,札証,建設業,-,-,-,-,0,0
1840-T,土屋HD,東証2部,建設業,335,335,330,330,12600,4203400
1841-T,サンユ建,東証JQスタンダード,建設業,723,723,710,723,4100,2948600
1844-T,大盛工業,東証2部,建設業,25,25,24,25,321500,8035100
1846-T,鈴縫工,東証2部,建設業,152,152,148,149,17000,2539000
1847-T,イチケン,東証1部,建設業,172,173,168,170,103000,17551000
1848-F,富士P･S,福証,建設業,-,-,-,-,0,0
1848-T,富士P･S,東証2部,建設業,218,219,218,219,2000,437000
1850-T,南海辰村,東証2部,建設業,45,46,44,44,140000,6269000
1852-T,浅沼組,東証1部,建設業,79,80,76,78,1223000,95741000
1853-T,森組,東証2部,建設業,95,97,92,93,259000,24361000
1860-T,戸田建,東証1部,建設業,301,305,295,298,502000,150059000
1861-T,熊谷組,東証1部,建設業,104,106,103,105,1985000,206986000
1865-T,青木あす,東証1部,建設業,560,560,555,556,5500,3062000
1866-T,北野建,東証1部,建設業,218,219,216,216,34000,7388000
1867-T,植木組,東証1部,建設業,185,185,182,183,28000,5141000
1868-T,三井ホーム,東証1部,建設業,509,509,502,504,68000,34353000
1870-T,矢作建,東証1部,建設業,460,470,454,465,24800,11449700
1871-T,PS三菱,東証1部,建設業,443,450,436,445,548700,242631900
1873-T,東ハウス,東証JQスタンダード,建設業,650,651,626,630,143000,91124000
1875-T,青木マ,東証2部,建設業,324,332,324,324,3000,980000
1878-T,大東建,東証1部,建設業,9140,9180,8820,8860,510000,4574519000
1879-T,新日建,東証1部,建設業,332,333,311,317,189900,61330000
1881-S,NIPPO,札証,建設業,-,-,-,-,0,0
1881-T,NIPPO,東証1部,建設業,1772,1805,1730,1742,1212000,2124348000
1882-T,東亜道,東証1部,建設業,472,479,457,467,433000,202223000
1883-T,前田道,東証1部,建設業,1715,1725,1672,1679,415000,702579000
1884-T,日道路,東証1部,建設業,602,608,576,583,551000,324612000
1885-S,東亜建,札証,建設業,-,-,-,-,0,0
1885-T,東亜建,東証1部,建設業,151,152,145,147,698000,104071000
1888-T,若築建,東証1部,建設業,102,102,99,100,1547000,155731000
1890-T,東洋建,東証1部,建設業,261,263,256,258,331200,85920100
1893-T,五洋建,東証1部,建設業,256,258,244,251,2433000,610365500
1896-T,大林道,東証1部,建設業,445,448,433,435,250000,110087000
1897-T,金下建,東証2部,建設業,364,364,356,356,5000,1796000
1898-T,世紀東,東証1部,建設業,84,84,80,81,3038000,248522000
1899-T,福田組,東証1部,建設業,343,343,336,340,22000,7472000
1904-T,大成温,東証JQスタンダード,建設業,377,377,376,376,2000,753000
1905-T,テノックス,東証JQスタンダード,建設業,332,340,332,340,3000,1008000
1906-T,細田工,東証JQスタンダード,建設業,173,174,170,170,18000,3095400
1909-T,日本ドライ,東証2部,機械,2410,2420,2370,2419,11800,28242300
1911-T,住友林,東証1部,建設業,1202,1209,1180,1183,508000,605240400
1914-T,日基礎,東証1部,建設業,329,329,319,320,25900,8394100
1916-T,日ビルド,東証1部,建設業,189,191,180,184,509000,94043000
1919-T,ヤマダSXL,東証1部,建設業,158,159,153,153,2190000,340840000
1921-S,巴コーポ,札証,建設業,-,-,-,-,0,0
1921-T,巴コーポ,東証1部,建設業,351,353,342,342,25700,8873700
1924-T,パナホーム,東証1部,建設業,670,680,659,667,276000,184174000
1925-T,大和ハウス,東証1部,建設業,1933,1944,1847,1885,4609000,8737898000
1926-T,ライト工,東証1部,建設業,780,780,750,768,976200,748086400
1928-T,積水ハウス,東証1部,建設業,1443,1456,1417,1422,5777000,8278883000
1929-T,日特建,東証1部,建設業,364,364,351,356,254900,91109700
1930-T,北電事,東証1部,建設業,339,339,334,334,10000,3368000
1931-T,日本電通,東証2部,建設業,354,354,354,354,1000,354000
1933-F,西シス建,福証,建設業,-,-,-,-,0,0
1933-T,西シス建,東証2部,建設業,-,-,-,-,0,0
1934-T,ユアテック,東証1部,建設業,322,322,313,314,61000,19398000
1935-T,TTK,東証2部,建設業,447,447,444,445,4000,1781000
1937-F,西電工,福証,建設業,-,-,-,-,0,0
1937-T,西電工,東証1部,建設業,427,427,423,423,5000,2123000
1938-T,日リーテック,東証2部,建設業,706,715,700,701,32000,22574000
1939-T,四電工,東証1部,建設業,352,352,346,346,6000,2096000
1941-T,中電工,東証1部,建設業,1062,1063,1034,1035,46300,48373700
1942-T,関電工,東証1部,建設業,489,490,476,483,631000,303986000
1944-T,きんでん,東証1部,建設業,985,987,955,963,447000,430832000
1945-T,東京エネシス,東証1部,建設業,484,494,480,488,59000,28649000
1946-T,トーエネク,東証1部,建設業,524,524,508,513,30000,15429000
1948-T,弘電社,東証2部,建設業,199,199,195,198,27000,5333000
1949-T,住電設,東証1部,建設業,1420,1441,1410,1413,132100,188201300
1950-T,日本電設,東証1部,建設業,1086,1087,1070,1074,34000,36624000
1951-T,協エクシオ,東証1部,建設業,1144,1150,1119,1124,279400,315677800
1952-T,日空調,東証1部,建設業,597,598,585,596,25200,14944800
1954-T,日工営,東証1部,サービス業,384,384,376,381,78000,29637000
1956-T,NDS,東証1部,建設業,284,284,281,282,39000,11045000
1959-F,九電工,福証,建設業,-,-,-,-,0,0
1959-T,九電工,東証1部,建設業,435,440,427,429,100000,43343000
1960-T,サンテック,東証2部,建設業,417,420,417,420,35000,14598000
1961-T,三機工,東証1部,建設業,618,622,602,603,349000,212510000
1963-T,日揮,東証1部,建設業,3795,3810,3645,3705,1844000,6857925000
1964-T,中外炉,東証1部,建設業,262,262,257,257,113000,29411000
1965-T,テクノ菱和,東証2部,建設業,435,435,429,429,10800,4687100
1966-F,高田工,福証,建設業,-,-,-,-,0,0
1966-T,高田工,東証2部,建設業,293,293,288,288,9000,2601000
1967-T,ヤマト,東証1部,建設業,362,377,362,365,8000,2947000
1968-T,太平電,東証1部,建設業,768,768,745,750,130000,98266000
1969-T,高砂熱,東証1部,建設業,900,905,888,893,323800,290715500
1971-T,ビルト工,東証2部,金属製品,116,118,115,116,55000,6413000
1972-T,三晃金,東証1部,建設業,241,241,235,235,89000,21120000
1973-T,NESIC,東証1部,情報・通信業,2330,2349,2305,2322,116900,272198400
1975-T,朝日工,東証1部,建設業,366,366,357,363,32000,11627000
1976-T,明星工,東証1部,建設業,413,413,403,405,260000,106151000
1978-T,アタカ大機,東証1部,機械,386,386,378,378,11000,4200000
1979-T,大気社,東証1部,建設業,2611,2619,2527,2535,153400,393735900
1980-T,ダイダン,東証1部,建設業,554,554,544,549,21000,11557000
1981-T,協和日成,東証JQスタンダード,建設業,-,-,-,-,0,0
1982-T,日比谷,東証1部,建設業,1054,1054,1038,1045,21400,22395500
1983-T,東芝プラ,東証1部,建設業,1707,1716,1655,1677,351000,590024000
1984-T,三信建,東証JQスタンダード,建設業,194,199,194,194,16000,3121000
1987-T,ソルコム,東証2部,建設業,222,222,222,222,4000,888000
1989-T,北電話,東証2部,建設業,377,377,377,377,1000,377000
1992-T,神通機,東証JQスタンダード,建設業,132,132,130,130,3000,394000
1994-T,高橋ウォル,東証JQスタンダード,建設業,111,111,111,111,1000,111000
1997-T,暁飯島,東証JQスタンダード,建設業,115,115,111,111,60000,6702000
1999-F,サイタHD,福証,建設業,-,-,-,-,0,0
2001-S,日本粉,札証,食料品,-,-,-,-,0,0
2001-T,日本粉,東証1部,食料品,538,539,524,527,330000,175849000
2002-T,日清粉G,東証1部,食料品,1242,1249,1202,1207,774500,944443000
2003-T,日東富士,東証1部,食料品,310,310,306,306,21000,6462000
2004-T,昭和産,東証1部,食料品,308,309,305,309,108000,33223000
2006-F,東福粉,福証,食料品,-,-,-,-,0,0
2006-T,東福粉,東証2部,食料品,88,88,88,88,5000,440000
2008-T,増田粉,東証2部,食料品,252,252,250,250,4000,1004000
2009-F,鳥越粉,福証,食料品,-,-,-,-,0,0
2009-T,鳥越粉,東証1部,食料品,640,640,633,633,3800,2413800
2021-T,i商品,東証,その他,5440,5440,5440,5440,13,70720
2022-T,i貴金属,東証,その他,5500,5590,5480,5590,25,139050
2023-T,iメタル,東証,その他,-,-,-,-,0,0
2024-T,iエネルギー,東証,その他,5100,5100,5100,5100,4,20400
2025-T,iアグリ,東証,その他,-,-,-,-,0,0
2026-T,i穀物,東証,その他,6350,6350,6310,6310,4,25280
2027-T,iソフト,東証,その他,-,-,-,-,0,0
2028-T,i畜産物,東証,その他,-,-,-,-,0,0
2029-T,iVIX中,東証,その他,2481,2481,2462,2462,480,1182330
2030-T,iVIX短,東証,その他,273,275,273,274,46431,12730320
2031-T,ハンセンブル,東証,その他,8640,8640,8560,8590,1145,9835630
2032-T,ハンセンベア,東証,その他,-,-,-,-,0,0
2033-T,KOSPIブル,東証,その他,-,-,-,-,0,0
2034-T,KOSPIベア,東証,その他,11380,11380,11290,11360,292,3298500
2035-T,日経VI,東証,その他,149000,154000,146800,154000,59,8921500
2036-T,金ブル,東証,その他,8880,8950,8880,8950,347,3082660
2037-T,金ベア,東証,その他,10200,10300,10180,10180,114,1162900
2038-T,原油ブル,東証,その他,11790,11790,11690,11690,3,35170
2039-T,原油ベア,東証,その他,8910,8990,8810,8990,440,3905980
2052-T,協同飼,東証1部,食料品,116,116,111,113,405000,45995000
2053-T,中部飼,東証1部,食料品,545,545,539,541,15800,8558800
2055-T,日和産,東証2部,食料品,201,202,197,198,28000,5594000
2056-T,日配飼,東証1部,食料品,128,128,124,124,253000,31730000
2058-F,ヒガシマル,福証,食料品,681,681,681,681,1200,817200
2107-T,東洋糖,東証1部,食料品,99,100,99,99,90000,8912000
2108-T,甜菜糖,東証1部,食料品,180,181,177,178,178000,31821000
2109-T,三井製糖,東証1部,食料品,320,323,319,319,148000,47437000
2112-T,塩水糖,東証2部,食料品,318,318,305,309,85100,26504600
2114-T,フジ日糖,東証2部,食料品,-,-,-,-,0,0
2117-T,日新製糖,東証2部,食料品,2200,2200,2175,2199,3400,7431800
2120-T,ネクスト,東証1部,サービス業,1390,1460,1374,1408,264800,373807900
2121-T,ミクシィ,東証マザーズ,サービス業,1430,1430,1390,1400,106800,150056700
2122-T,Iスペース,東証マザーズ,サービス業,925,960,868,942,131700,120371800
2124-T,JACR,東証JQスタンダード,サービス業,4190,4190,3900,3960,22200,89307500
2127-T,M＆A,東証1部,サービス業,5920,6180,5890,6160,123900,752652000
2128-T,ノバレーゼ,東証1部,サービス業,675,681,666,666,18100,12140300
2131-T,アコーディア,東証1部,サービス業,112800,112800,109700,110200,5874,653838800
2132-T,アイレップ,東証JQグロース,サービス業,1261,1325,1222,1250,51500,64859700
2134-T,サンキャピタル,東証JQスタンダード,サービス業,10730,11980,10580,11010,484,5487240
2136-T,ヒップ,東証JQスタンダード,サービス業,369,370,368,368,1800,663800
2137-S,Hヴェラス,札証アンビシャス,サービス業,-,-,-,-,0,0
2138-T,クルーズ,東証JQスタンダード,情報・通信業,380000,380000,344000,355500,6417,2316315000
2144-T,やまねM,東証JQグロース,サービス業,25000,25000,24500,24500,9,223800
2145-T,データリンクス,東証JQスタンダード,サービス業,104900,104900,99000,99600,16,1656400
2146-T,UTHD,東証JQスタンダード,サービス業,435,442,415,427,384000,162879800
2148-T,ITM,東証マザーズ,サービス業,488,490,442,448,18400,8493900
2150-T,ケアネット,東証マザーズ,サービス業,456,456,441,451,8000,3577100
2151-T,タケエイ,東証1部,サービス業,1438,1460,1380,1436,134000,190243200
2152-T,幼児活動,東証JQスタンダード,サービス業,4205,4290,4140,4270,2800,11859500
2153-T,イージェイHD,東証2部,サービス業,750,755,691,716,15100,10847200
2154-T,トラスト･テック,東証JQスタンダード,サービス業,672,674,660,663,27200,18139800
2155-T,カービュー,東証マザーズ,サービス業,126100,127400,118100,118800,315,38351400
2156-T,セーラー広告,東証JQスタンダード,サービス業,232,232,231,231,2800,647600
2157-T,コシダカHD,東証JQスタンダード,サービス業,3445,3550,3270,3305,20300,68301000
2158-T,UBIC,東証マザーズ,サービス業,3880,3890,3700,3715,29500,111368500
2159-T,フルスピード,東証マザーズ,サービス業,34650,34950,32000,32450,2714,90278900
2160-T,ジーエヌアイ,東証マザーズ,サービス業,479,507,437,457,4270000,2031073000
2162-T,nms,東証JQスタンダード,サービス業,52800,52800,48500,50800,256,13047450
2163-T,アルトナー,東証JQスタンダード,サービス業,600,610,598,610,1500,904700
